x,z
15.79197,0.0
16.14884,0.3333333
16.50941,0.6666667
16.87609,0.3333333
17.06086,0.1666667
17.43121,0.0
17.61639,0.1666667
17.98829,0.5
18.36392,0.1666667
18.74098,-0.1666667
18.92916,0.0
19.30586,0.3333333
19.49508,0.1666667
19.87484,0.5
20.25835,0.8333333
20.45206,0.6666667
21.03803,0.1666667
21.23409,0.0
21.6262,0.0
21.82225,0.1666667
22.21477,-0.1666667
22.41082,0.0
22.80272,-0.3333333
22.99813,-0.1666667
23.3885,0.0
23.58368,0.0
23.97404,0.0
24.36441,0.0
24.55959,-0.1666667
25.14468,0.3333333
25.34031,0.1666667
25.53615,0.0
25.92784,0.0
26.31974,0.3333333
26.5162,0.1666667
26.9095,-0.1666667
27.49742,-0.6666667
27.6919,-0.5
27.88561,-0.3333333
28.27115,-0.6666667
28.46231,-0.5
28.84207,-0.1666667
29.78815,0.0
29.97737,-0.1666667
30.16625,-0.3333333
30.35442,-0.5
30.54151,-0.6666667
30.72708,-0.8333333
30.91063,-1.0
31.0916,-0.8333333
31.27027,-1.0
31.44604,-1.0
31.61872,-0.8333333
31.78869,-0.6666667
31.95643,-0.8333333
32.12125,-1.0
32.28244,-0.8333333
32.44047,-0.6666667
32.74934,-0.3333333
33.20421,0.0
33.50769,0.3333333
33.81656,0.6666667
33.97459,0.5
33.97245,0.8333333
0.2,0.0
0.7999725,0.5
1.599254,0.0
1.799032,0.1666667
1.998758,0.0
2.198484,0.1666667
2.398152,0.0
2.597821,-0.1666667
2.797547,-0.3333333
2.997371,-0.1666667
3.197237,-0.3333333
3.397168,-0.1666667
3.597124,0.0
3.797081,-0.1666667
3.997056,0.0
4.197031,0.1666667
4.396987,0.0
4.596943,0.1666667
4.796875,0.0
5.196762,-0.3333333
5.596748,0.0
5.796746,0.0
6.396688,0.5
6.596554,0.3333333
6.796332,0.1666667
7.195784,0.0
7.595179,0.3333333
7.794715,0.1666667
8.193477,0.5
8.788893,1.0
8.985732,0.8333333
9.181577,0.6666667
9.570756,0.3333333
9.764473,0.1666667
10.15138,-0.1666667
10.53881,0.1666667
10.92518,0.5
11.11724,0.3333333
11.49986,0.0
11.69102,0.0
12.07333,0.0
12.45534,0.3333333
12.64555,0.1666667
13.21521,0.0
13.5953,-0.3333333
13.78615,-0.5
13.97792,-0.3333333
14.3629,0.0
14.55553,0.0
14.94107,-0.3333333
15.52196,0.1666667
15.71542,0.3333333
15.90833,0.5
16.10039,0.3333333
16.29185,0.1666667
16.67354,0.5
16.86309,0.3333333
17.2405,0.0
17.6172,0.3333333
17.80466,0.1666667
18.17809,0.5
18.54763,0.1666667
18.7316,0.0
19.09993,-0.3333333
19.47067,0.0
19.84142,0.3333333
20.02579,0.1666667
20.39289,0.5
20.57473,0.3333333
20.93621,0.0
21.2977,-0.3333333
21.47954,-0.5
22.03417,-1.0
22.22304,-0.8333333
22.41358,-0.6666667
22.79853,-1.0
23.18909,-0.6666667
23.38574,-0.8333333
23.78143,-0.5
24.17877,-0.1666667
24.37767,-0.3333333
24.77617,-0.6666667
25.17574,-1.0
25.37574,-0.8333333
25.77545,-0.5
26.3739,0.0
26.77275,0.3333333
27.17202,0.0
27.37169,-0.1666667
27.7709,0.0
27.97051,0.1666667
28.17018,0.3333333
28.56978,0.0
28.7696,-0.1666667
28.96938,0.0
29.16916,0.1666667
29.36898,0.3333333
29.56889,0.1666667
29.76882,0.3333333
29.96879,0.1666667
30.16878,0.0
30.36877,0.1666667
30.56877,0.3333333
30.76877,0.1666667
30.96876,0.0
31.16875,0.1666667
31.36872,0.0
31.5687,0.0
31.76867,0.0
31.96865,0.0
32.16862,0.1666667
32.36858,0.0
32.56853,0.0
32.76849,0.0
32.96844,0.0
33.1684,-0.1666667
33.36837,0.0
33.56835,0.0
33.76832,0.1666667
33.96828,0.0
34.16823,0.1666667
34.36816,0.0
34.5681,0.1666667
34.768,0.3333333
34.96782,0.1666667
35.1676,0.0
35.36738,0.1666667
35.56711,0.3333333
35.76671,0.1666667
35.96625,0.3333333
36.16563,0.5
36.36474,0.6666667
36.56342,0.5
36.7617,0.3333333
36.95971,0.1666667
37.15756,0.0
37.35542,-0.1666667
37.55342,0.0
37.75143,0.1666667
37.94928,0.3333333
38.14682,0.5
38.34384,0.3333333
38.54049,0.1666667
38.73695,0.0
38.9334,-0.1666667
39.13005,-0.3333333
39.32708,-0.1666667
39.52428,0.0
39.72148,0.0
39.91868,-0.1666667
40.11605,-0.3333333
40.31375,-0.5
40.5119,-0.3333333
40.71032,-0.1666667
40.90887,0.0
41.10743,0.0
41.30598,-0.1666667
41.50465,0.0
41.70332,0.1666667
41.90187,0.0
42.29898,0.0
42.6962,-0.3333333
43.09412,0.0
43.29313,0.1666667
43.49204,0.3333333
43.889,0.6666667
44.28354,1.0
44.47917,0.8333333
44.86655,1.0
45.43544,0.5
45.62253,0.3333333
45.80886,0.1666667
46.07379,0.0
